序号_E,提交时间_E,答题时长_E,问卷来源_E,来源详情_E,IP_E,问卷总分_E,性别_1_1_E,年龄_1_2_E,健康状况_1_3_E,居住行政区_1_4_E,养老居住场景_1_5_E,居家跌倒经历_1_6_E,已装扶手_1_7_E,扶手安装场景_卫生间_2_1_1_E,扶手安装场景_床边_2_1_2_E,扶手安装场景_楼道_2_1_3_E,扶手安装场景_阳台_2_1_4_E,扶手安装场景_其他_2_1_5_E,扶手偏好类型_基础不锈钢_2_2_1_E,扶手偏好类型_可折叠_2_2_2_E,扶手偏好类型_防滑_2_2_3_E,扶手偏好类型_智能预警_2_2_4_E,扶手偏好类型_其他_2_2_5_E,可接受价格_2_3_E,补贴期望_提高力度_2_4_1_E,补贴期望_简化流程_2_4_2_E,补贴期望_差异化补贴_2_4_3_E,补贴期望_社区代办_2_4_4_E,补贴期望_其他_2_4_5_E,风险收益_3_1_1_E,风险收益_3_1_2_E,风险收益_3_1_3_E,风险收益_3_1_4_E,社会支持_3_2_1_E,社会支持_3_2_2_E,社会支持_3_2_3_E,社会支持_3_2_4_E,政策适配_3_3_1_E,政策适配_3_3_2_E,政策适配_3_3_3_E,政策适配_3_3_4_E,生活依赖_3_4_1_E,生活依赖_3_4_2_E,生活依赖_3_4_3_E,生活依赖_3_4_4_E,使用意愿_3_5_1_E,使用意愿_3_5_2_E,使用意愿_3_5_3_E,产品设计改进建议_4_1_E,政府社区支持建议_4_2_E
347,2026-02-25T07:51:45Z,241,微信,,111.31.151.156(天津-天津),79,2,1,1,6,1,1,2,1,1,1,1,0,0,1,0,0,0,2,1,1,0,0,0,5,5,5,4,4,4,4,3,5,3,3,4,4,4,5,3,5,4,5,,
348,2026-02-25T07:52:09Z,340,微信,,111.31.251.57(天津-天津),80,2,3,2,3,1,2,2,1,1,1,0,0,0,1,0,0,0,4,0,1,1,1,0,4,5,4,4,5,5,5,5,5,4,5,5,2,4,3,3,5,3,4,,
349,2026-02-25T07:52:34Z,257,微信,,111.31.154.68(天津-天津),61,2,3,2,3,2,2,2,1,1,1,1,0,0,0,0,1,0,4,0,0,1,0,0,5,2,5,1,5,3,4,2,1,1,5,2,3,4,4,5,3,5,1,,
350,2026-02-25T07:53:04Z,311,微信,,111.33.213.239(天津-天津),77,2,1,1,3,1,1,2,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,4,4,3,4,5,5,5,5,4,2,3,2,5,4,5,5,3,4,5,,
351,2026-02-25T07:53:10Z,280,微信,,111.163.156.174(天津-天津),52,1,4,2,5,2,2,2,1,0,1,1,0,0,0,1,0,0,2,1,1,0,0,0,3,3,4,4,2,2,2,3,2,3,1,2,3,3,4,3,3,2,3,,
352,2026-02-25T07:53:22Z,333,微信,,221.197.132.163(天津-天津),82,2,2,2,5,1,1,1,1,1,1,1,0,0,1,0,0,0,3,1,1,1,1,0,5,5,5,5,4,5,5,4,4,2,4,4,4,3,4,4,5,5,5,,
353,2026-02-25T07:53:39Z,227,微信,,103.63.155.26(辽宁-沈阳),77,2,1,1,1,1,1,2,1,0,1,0,0,0,1,0,0,0,2,1,1,0,1,0,5,4,4,3,5,5,4,5,4,4,5,5,3,4,2,2,4,4,5,,
354,2026-02-25T07:53:49Z,334,微信,,117.11.155.5(天津-天津),66,1,3,2,3,2,1,2,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,2,3,3,1,3,3,3,3,5,5,3,5,4,4,4,4,4,4,3,希望能有辅助定位贴，装的时候不歪不斜。,别光装完就走，得教我们怎么用、怎么检查松没松。
355,2026-02-25T07:53:58Z,259,微信,,60.26.94.128(天津-天津),58,1,3,2,2,1,2,2,1,1,1,1,0,0,0,1,0,0,2,0,1,0,0,0,2,1,5,4,5,1,5,3,1,5,3,5,4,5,4,2,1,1,1,安装高度参考人体工学数据，别凭感觉定。,
356,2026-02-25T07:54:24Z,234,微信,,111.33.243.154(天津-天津),57,2,3,2,5,2,1,2,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,4,4,3,3,2,2,2,2,3,4,4,3,2,3,3,3,3,3,4,,
357,2026-02-25T07:54:43Z,231,微信,,111.33.213.20(天津-天津),55,2,1,1,3,1,1,2,1,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,2,3,1,2,3,4,3,3,3,4,3,3,1,4,2,4,4,3,3,最好是那种防腐蚀的，毕竟卫生间环境比较特殊。,希望政府能鼓励商家推出适合老人的扶手，质量好、价格实惠，还能上门安装。
358,2026-02-25T07:54:45Z,293,微信,,111.32.74.133(天津-天津),61,2,3,2,4,2,1,1,1,0,1,1,1,0,0,1,0,0,3,1,1,0,0,0,5,5,5,4,5,2,4,4,2,2,1,2,2,2,2,2,4,4,4,,
359,2026-02-25T07:55:13Z,190,微信,,111.32.105.229(天津-天津),49,2,2,1,2,1,1,2,1,1,1,0,0,0,0,0,0,1,5,1,0,0,0,1,1,2,2,3,1,3,3,2,4,2,3,4,4,3,3,2,1,3,3,能不能出个带照明的？起夜不用摸黑。,
360,2026-02-25T07:55:24Z,281,微信,,101.39.26.127(北京-北京),68,1,1,1,1,1,1,2,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,5,3,5,4,2,2,2,2,4,4,3,3,4,3,5,5,4,5,3,,
361,2026-02-25T07:55:33Z,328,微信,,218.67.166.62(天津-天津),65,1,2,2,1,1,2,2,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,5,5,5,4,5,4,5,4,4,4,3,4,2,1,1,1,3,2,3,,
362,2026-02-25T07:55:41Z,349,微信,,111.30.125.241(天津-天津),67,2,1,1,4,1,1,2,0,1,1,1,1,0,0,0,0,1,5,0,1,0,0,0,4,5,5,4,3,3,1,2,3,4,4,3,5,4,4,4,3,3,3,,
363,2026-02-25T07:56:04Z,330,微信,,111.33.236.190(天津-天津),79,2,2,1,4,2,1,2,1,1,1,0,0,1,0,0,0,0,2,1,0,1,0,0,4,3,3,4,5,4,4,3,5,5,4,4,4,5,3,5,5,4,5,,
364,2026-02-25T07:56:05Z,234,微信,,111.167.69.224(天津-天津),56,2,2,1,3,1,1,2,1,0,1,1,0,0,0,0,0,1,5,1,0,0,0,0,3,4,4,3,4,5,4,5,2,3,2,1,1,2,3,4,2,2,2,,
365,2026-02-25T07:56:53Z,213,微信,,111.33.244.192(天津-天津),72,2,4,3,1,1,2,2,1,0,1,0,0,0,0,1,0,0,5,0,1,0,0,1,4,3,5,4,3,5,4,5,4,4,3,5,3,2,2,2,5,4,5,材质别用那种一碰就留印子的，显脏，得选好打理的，湿抹布一擦就干净的那种。,有的扶手装上了，但我们不会用，比如那种带折叠的，能不能有人上门教教？
366,2026-02-25T07:56:56Z,332,微信,,103.63.154.228(辽宁-沈阳),81,2,1,1,4,1,1,2,1,0,1,0,0,0,1,0,0,0,3,1,0,1,0,0,5,3,5,3,5,5,5,5,5,4,4,5,4,5,3,4,3,4,4,我觉得横杆的直径得正好一把抓，太粗太细都不得劲。,希望政府能加大对扶手生产企业的监管，确保生产的扶手符合安全标准，不出现劣质产品。
367,2026-02-25T07:57:20Z,241,微信,,111.163.177.217(天津-天津),80,1,3,2,2,2,1,2,1,0,1,1,1,0,0,0,1,0,3,1,1,1,1,0,4,5,4,4,1,3,4,3,5,5,5,5,5,5,5,5,4,4,4,我觉得材质得厚实点，太轻飘飘的没安全感。,能不能统一规范扶手的安装标准，比如高度、位置，确保装完之后实用又安全。
368,2026-02-25T07:57:59Z,207,微信,,125.38.179.187(天津-天津),74,1,1,1,3,1,1,1,1,0,1,1,0,0,0,1,0,0,2,1,1,0,0,0,5,4,4,5,4,4,3,3,5,5,4,5,2,4,3,2,4,4,4,,
369,2026-02-25T07:58:11Z,334,微信,,111.162.176.120(天津-天津),77,2,3,2,5,1,2,2,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,5,5,4,4,3,4,5,5,1,2,4,4,5,5,5,5,4,3,4,扶手材质最好能再软乎点儿，现在有些硬邦邦的，抓着硌手，时间长了手都疼，软和点儿能舒服不少。,要是能给咱们这些老楼免费安就好了，特别是我们这没有电梯的，上下楼太需要了。
370,2026-02-25T07:58:30Z,222,微信,,103.63.154.209(辽宁-沈阳),77,1,3,2,5,3,1,2,1,1,1,1,0,0,1,0,0,0,3,1,1,0,1,0,5,5,4,5,4,4,4,4,3,4,4,5,4,4,5,4,2,4,3,,
371,2026-02-25T07:58:34Z,224,微信,,111.32.74.133(天津-天津),69,2,3,2,1,2,1,2,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,4,5,4,5,4,4,1,5,4,2,3,3,4,4,4,4,3,2,4,扶手和墙面连接处容易藏污纳垢，设计时考虑清洁死角。,
372,2026-02-25T07:58:40Z,336,微信,,111.163.79.200(天津-天津),72,1,3,2,1,2,1,2,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,5,4,5,4,2,3,2,4,4,5,2,5,2,4,4,3,5,4,5,其实颜色上，别弄得太花哨，素净点好，和家里装修也能搭上。,装个扶手是好事，但打孔破坏了墙皮，社区能不能协调物业给补补？
373,2026-02-25T07:58:46Z,336,微信,,103.63.154.143(辽宁-沈阳),55,1,3,2,6,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,3,3,5,2,1,4,1,5,4,1,4,4,3,4,5,3,1,1,1,,
374,2026-02-25T07:58:59Z,281,微信,,111.33.235.226(天津-天津),61,2,4,2,4,1,2,2,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,2,3,5,3,4,5,2,5,4,5,5,1,1,5,4,3,1,2,,
375,2026-02-25T07:59:23Z,220,微信,,103.63.155.244(辽宁-沈阳),55,2,3,2,4,1,1,2,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,5,1,4,5,5,1,1,4,4,2,5,1,1,3,2,3,2,5,手柄那块要是能有点纹路就好了，光溜溜的抓不住。,社区能不能组织志愿者上门讲解，对于卧床、行动不便的老人，不用出门就能了解相关政策。
376,2026-02-25T07:59:28Z,256,微信,,111.33.208.58(天津-天津),76,2,1,1,6,1,2,2,0,0,1,0,0,0,0,1,0,0,5,1,0,1,0,0,4,4,4,5,3,3,3,5,4,4,5,5,4,3,3,4,4,5,4,,
377,2026-02-25T07:59:39Z,246,微信,,111.33.244.192(天津-天津),79,1,2,2,1,4,1,2,1,1,1,1,0,0,0,1,0,0,5,1,1,1,0,0,5,5,5,5,4,5,4,4,3,3,3,4,5,3,5,5,4,4,3,,
378,2026-02-25T08:00:00Z,269,微信,,111.32.113.84(天津-天津),61,2,1,1,6,2,1,2,1,0,1,0,0,0,1,0,0,0,5,1,1,0,0,1,2,4,3,3,2,3,2,2,5,5,5,3,3,3,2,3,3,4,4,,
379,2026-02-25T08:00:04Z,341,微信,,111.162.191.43(天津-天津),79,1,1,1,2,1,1,2,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,5,5,5,5,4,3,4,4,2,4,4,4,5,4,4,4,5,4,4,扶手离地高度应该可调，不同身高需求不同。,
380,2026-02-25T08:00:26Z,198,微信,,111.165.1.159(天津-天津),63,2,2,1,1,1,1,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,4,5,5,5,4,5,2,4,2,3,1,1,1,3,4,3,4,3,4,,
381,2026-02-25T08:00:29Z,198,微信,,115.187.6.165(江苏-镇江),66,1,2,1,1,1,2,2,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,4,2,4,3,5,5,5,5,3,3,5,3,2,2,1,2,4,3,5,扶手最好能再粗一点，握起来更踏实，不用使劲攥着。,要是社区能登记一下，谁家有老人，谁家需要扶手，主动问问我们，就更贴心了。
382,2026-02-25T08:00:33Z,264,微信,,111.31.143.168(天津-天津),84,2,2,2,1,4,1,2,1,0,1,0,0,0,0,0,1,0,3,0,1,1,0,0,4,4,5,5,4,5,5,4,4,3,4,4,4,5,4,5,5,5,5,,
383,2026-02-25T08:01:13Z,265,微信,,111.162.216.116(天津-天津),70,2,1,1,2,1,2,1,1,1,1,0,0,0,0,1,0,0,2,1,1,0,0,1,5,4,3,4,1,2,2,2,2,3,4,4,5,5,5,5,5,4,5,安装位置最好有标准，比如离地面多高合适。,建议社区发个安装指南，字大点，配图，我们看得清。
384,2026-02-25T08:01:16Z,211,微信,,111.30.200.20(天津-天津),70,1,2,1,5,1,1,2,1,1,1,1,0,0,1,0,0,0,2,1,1,0,0,0,3,3,3,4,5,4,3,4,5,5,3,4,2,3,3,3,4,4,5,有些扶手转角太尖，万一磕到头很危险，边角得圆润些。,别等到摔了才重视，预防最重要。
385,2026-02-25T08:01:36Z,227,微信,,111.167.196.85(天津-天津),61,2,2,1,5,2,1,2,1,1,1,0,0,0,1,0,0,0,2,1,1,0,1,0,5,3,3,4,3,3,4,2,4,5,3,3,3,3,3,2,1,5,2,,
386,2026-02-25T08:01:54Z,218,微信,,111.30.125.241(天津-天津),57,2,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,4,4,3,3,3,3,4,2,3,4,3,4,1,1,2,2,4,3,4,我觉得现在的价格有点虚高，能不能弄实惠点的？,希望扶手和防滑地砖同步推广，整体防跌倒。
387,2026-02-25T08:01:56Z,226,微信,,111.32.120.90(天津-天津),66,2,2,1,5,1,1,2,1,0,1,1,0,0,0,0,1,0,2,1,0,1,1,0,4,5,4,4,2,3,3,1,3,1,2,2,5,5,5,4,4,4,5,,
388,2026-02-25T08:02:28Z,334,微信,,111.162.215.144(天津-天津),50,1,2,1,5,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,5,4,4,4,3,2,4,2,4,1,2,2,2,1,2,1,3,3,1,,
389,2026-02-25T08:02:49Z,268,微信,,116.78.103.12(天津-天津),53,2,1,1,3,1,1,2,1,1,1,1,0,0,0,1,0,0,2,0,1,0,0,0,2,2,3,3,4,5,3,5,1,2,2,3,1,1,4,2,3,3,4,我建议那种L型的扶手，转角处加大一点，握着舒服。,能不能给我们发放免费的扶手维护工具，比如小扳手，平时自己也能检查一下螺丝松没松。
390,2026-02-25T08:03:15Z,274,微信,,111.30.247.12(天津-天津),65,2,4,2,5,3,2,2,1,0,1,0,0,0,0,1,0,0,3,1,1,1,0,0,4,4,5,5,4,3,3,4,3,2,2,2,3,3,2,5,4,4,3,,
391,2026-02-25T08:03:17Z,285,微信,,180.213.85.121(天津-天津),49,2,3,2,1,1,2,2,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,3,5,5,5,4,2,3,2,2,2,1,2,2,2,2,1,2,2,2,表面纹理别太深，不然擦灰的时候不好擦。,政府得给安装防跌倒扶手的工程队点培训，让他们安装得更规范。社区就负责联系联系工程队，看看啥时候能来装。
392,2026-02-25T08:03:28Z,323,微信,,221.197.29.197(天津-天津),65,2,1,1,4,2,1,1,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,3,4,2,4,3,3,3,3,4,1,3,3,4,5,3,4,5,3,5,,
393,2026-02-25T08:03:53Z,214,微信,,221.197.29.197(天津-天津),65,1,1,1,4,1,2,2,1,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,3,2,3,1,5,5,5,4,4,5,3,5,4,3,4,2,2,3,2,,
394,2026-02-25T08:04:21Z,302,微信,,182.51.86.22(河北-廊坊),76,2,2,1,4,2,2,2,1,0,1,1,0,1,0,0,0,0,2,1,0,1,1,0,5,4,5,5,2,2,3,2,5,4,5,5,4,4,4,4,4,4,5,,
395,2026-02-25T08:04:46Z,230,微信,,101.39.11.0(北京-北京),64,1,2,1,5,1,1,2,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,4,3,4,4,3,3,1,4,2,3,3,1,5,4,3,3,4,5,5,,
396,2026-02-25T08:04:49Z,292,微信,,111.167.208.164(天津-天津),74,2,3,3,3,2,2,2,1,0,1,1,0,0,0,1,0,0,3,1,0,1,0,0,3,4,4,5,4,5,5,5,1,2,2,3,4,4,5,5,4,5,4,安装位置得听听老人意见，设计师坐在办公室哪知道我们实际怎么用？,
397,2026-02-25T08:05:12Z,189,微信,,117.10.21.175(天津-天津),85,2,3,2,1,2,1,2,1,1,0,1,0,0,0,1,0,0,2,0,1,1,0,0,4,4,4,4,5,5,4,5,4,4,4,5,4,4,5,5,5,5,5,,
398,2026-02-25T08:05:18Z,201,微信,,117.11.135.134(天津-天津),43,1,1,2,3,2,2,1,0,1,1,1,0,1,0,0,0,0,2,1,1,1,1,0,2,3,4,4,2,2,2,2,1,3,3,2,2,1,1,1,3,2,3,,
399,2026-02-25T08:05:25Z,194,微信,,111.163.177.217(天津-天津),69,2,1,1,6,2,2,1,1,1,1,0,0,0,0,1,0,0,5,0,0,1,0,0,3,5,4,3,4,4,4,3,5,3,4,3,4,5,3,4,4,2,2,建议那种固定螺丝别露在外面，容易划伤手，也不好看。,社区能不能定期排查家里的扶手安全隐患，比如螺丝松动、扶手变形，发现问题及时处理。
400,2026-02-25T08:05:37Z,342,微信,,111.32.88.253(天津-天津),81,1,3,1,4,1,1,2,1,1,1,0,1,0,0,0,1,0,2,0,1,0,0,1,5,5,4,4,4,4,4,3,5,5,4,4,4,5,3,5,4,5,4,,
401,2026-02-25T08:05:51Z,239,微信,,111.30.206.206(天津-天津),83,2,4,3,4,3,1,2,1,0,1,1,0,0,0,0,1,0,3,0,0,1,0,1,5,5,3,4,4,4,4,5,4,5,4,5,4,4,3,5,5,5,5,公共厕所扶手经常缺损，得用更耐用的材料。,
402,2026-02-25T08:06:16Z,264,微信,,221.197.29.197(天津-天津),55,2,4,2,6,1,1,1,1,0,1,0,0,0,0,0,1,0,5,1,1,1,0,0,3,2,2,3,5,4,5,4,3,4,3,2,2,2,2,3,2,2,2,,
403,2026-02-25T08:06:30Z,338,微信,,117.15.193.77(天津-天津),67,2,1,1,4,1,2,2,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,4,4,4,2,4,4,3,3,4,3,5,4,4,4,4,4,3,2,2,最好别太光滑，那种磨砂的手感最好，实在。,希望公共区域的扶手能定期刷新，看起来干净整洁，我们扶的时候也更愿意去扶。
404,2026-02-25T08:06:39Z,340,微信,,111.32.88.253(天津-天津),78,1,2,1,2,2,1,1,1,1,1,1,0,0,1,0,0,0,3,1,1,0,0,0,4,5,5,5,4,3,4,3,5,4,5,4,2,2,3,5,5,5,5,,
405,2026-02-25T08:06:54Z,324,微信,,111.31.151.156(天津-天津),74,1,3,2,4,4,2,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,5,5,5,4,4,4,3,4,4,4,4,2,3,2,4,3,5,4,5,操作方式得傻瓜式，卡扣一扣就行，别拧螺丝。,希望补贴政策能覆盖面广一点，不光低保老人能享受，普通退休老人也能有点优惠。
406,2026-02-25T08:07:25Z,344,微信,,60.26.15.143(天津-天津),64,1,3,3,6,1,1,2,1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,4,4,4,4,3,3,4,5,3,3,3,4,2,4,2,2,4,3,3,手感一定要好，不能磨手，长期扶着也不疼。,我希望社区能跟物业合作，让物业在小区里多安装些防跌倒扶手。政府呢，给物业点奖励，鼓励他们多安装。
407,2026-02-25T08:07:32Z,328,微信,,117.11.155.5(天津-天津),73,2,3,2,1,1,2,2,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,3,4,2,3,4,4,3,2,5,5,5,5,3,2,5,5,4,4,5,,
408,2026-02-25T08:07:49Z,196,微信,,111.162.230.252(天津-天津),84,2,1,1,5,2,1,2,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,5,5,4,5,5,4,4,5,3,2,3,5,5,5,5,5,5,5,4,别用太亮的金属色，反光刺眼，亚光处理更好。,
409,2026-02-25T08:08:03Z,351,微信,,60.27.107.99(天津-天津),78,2,2,2,2,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,4,3,5,3,5,5,5,4,4,5,3,3,4,4,4,4,4,5,4,太细了！我手大，抓着没安全感，至少得粗一点，像门把手那样才踏实。,
410,2026-02-25T08:08:10Z,274,微信,,221.196.51.56(天津-天津),55,2,1,1,4,2,1,1,1,1,0,1,0,0,0,0,1,0,5,1,0,0,1,0,3,4,4,2,4,2,2,4,1,1,2,2,2,4,4,4,3,4,3,,
411,2026-02-25T08:08:28Z,243,微信,,111.163.177.217(天津-天津),61,1,1,1,2,1,1,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,3,4,4,3,5,4,5,4,2,2,3,2,2,3,2,5,4,2,2,,
412,2026-02-25T08:08:45Z,264,微信,,60.27.43.240(天津-天津),80,2,3,3,6,2,2,2,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,4,5,5,5,4,2,3,4,4,4,4,5,4,4,5,4,5,5,4,要是能自带消毒功能就好了，定期杀菌，咱们这岁数怕细菌。,安装的时候能不能尽量减少噪音，别影响邻居休息，我们也不好意思麻烦别人。
413,2026-02-25T08:08:49Z,322,微信,,111.31.165.39(天津-天津),64,1,3,2,1,1,1,2,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,3,3,3,2,3,4,4,4,4,5,5,4,2,1,3,3,4,4,3,能不能轻一点？现在的太重，拆洗不方便。,
414,2026-02-25T08:08:53Z,270,微信,,111.32.78.209(天津-天津),84,1,1,2,4,1,1,1,1,0,1,1,1,1,0,0,0,0,2,0,0,0,1,0,5,5,5,4,4,5,4,4,4,4,4,4,5,4,4,4,5,5,5,公共设施扶手应加宽，照顾不同手型。,
415,2026-02-25T08:09:09Z,324,微信,,60.26.15.143(天津-天津),65,1,1,1,2,1,2,2,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,4,3,4,3,4,4,5,3,4,3,3,3,2,3,2,2,4,4,5,要是能带个小托盘啥的就更好了，上厕所时可以放个手机或者书。,我们这平房区，上厕所要去外面，路上能不能给安几排扶手？雨雪天太滑了。
416,2026-02-25T08:09:11Z,248,微信,,182.51.86.22(河北-廊坊),38,2,3,1,2,2,1,2,0,1,0,0,0,0,1,0,0,0,3,1,1,1,0,0,1,1,2,1,2,3,2,2,2,4,3,3,2,3,2,2,1,1,1,,
417,2026-02-25T08:09:30Z,198,微信,,111.31.180.57(天津-天津),71,2,2,1,1,1,1,2,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,2,4,4,3,5,4,4,5,4,4,5,4,2,3,3,1,5,4,5,,
418,2026-02-25T08:09:46Z,306,微信,,60.27.107.99(天津-天津),47,2,2,1,1,2,2,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,3,2,4,3,2,3,2,3,1,3,2,4,2,2,2,3,1,2,3,,
419,2026-02-25T08:10:14Z,220,微信,,111.33.249.107(天津-天津),67,1,3,2,1,3,1,2,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,4,3,4,3,5,5,4,5,2,3,3,2,4,3,3,3,3,4,4,,
420,2026-02-25T08:10:24Z,295,微信,,182.51.86.22(河北-廊坊),67,1,1,1,1,1,2,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,4,4,3,4,2,2,4,1,5,4,4,4,3,3,3,3,5,4,5,扶手的表面能做成那种磨砂的质感吗，亮晶晶的沾水后反而滑。,对于那种老两口都是残疾人的家庭，能不能优先给安装，他们比我们更需要。
421,2026-02-25T08:10:39Z,257,微信,,111.33.244.192(天津-天津),84,2,2,1,1,1,1,2,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,5,5,4,5,5,4,5,5,4,5,4,3,4,4,4,4,5,5,4,,
422,2026-02-25T08:10:54Z,253,微信,,103.63.154.218(辽宁-沈阳),42,2,3,2,3,4,1,2,1,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,2,2,4,2,3,3,3,3,1,1,2,2,2,2,1,1,4,2,2,,
423,2026-02-25T08:11:12Z,208,微信,,60.25.46.207(天津-天津),86,1,3,3,5,4,2,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,5,5,5,5,4,4,4,5,3,4,4,5,4,5,5,4,5,5,5,,
424,2026-02-25T08:11:27Z,259,微信,,111.30.219.6(天津-天津),52,2,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,5,1,5,5,1,2,1,2,2,5,1,1,4,5,1,2,1,5,3,,
425,2026-02-25T08:11:32Z,336,微信,,117.120.78.179(辽宁-沈阳),66,1,3,2,1,1,1,2,1,1,1,1,0,0,0,1,0,0,5,0,1,1,0,0,4,1,4,1,1,5,5,5,5,5,1,2,5,2,5,2,5,3,5,,
426,2026-02-25T08:11:38Z,221,微信,,111.33.218.50(天津-天津),51,2,4,3,5,4,2,1,0,0,0,1,1,0,0,0,1,0,3,1,1,0,1,1,2,1,2,1,3,2,4,2,3,5,4,4,4,3,3,5,1,1,1,,
427,2026-02-25T08:11:43Z,213,微信,,111.33.249.107(天津-天津),79,2,2,1,2,1,1,1,1,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,4,3,3,4,5,4,5,5,5,4,3,5,4,3,4,4,5,4,5,靠墙的地方要稳当，不能一使劲就晃悠。,要是能帮我们跟厂家砍砍价，把安装费、材料费都列个明细，别乱收费，我们就放心了。
428,2026-02-25T08:12:12Z,324,微信,,111.30.125.241(天津-天津),74,1,4,2,2,2,2,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,5,3,5,3,4,2,2,5,5,1,5,5,5,5,5,3,2,5,4,,
429,2026-02-25T08:12:31Z,191,微信,,117.12.147.127(天津-天津),61,1,4,2,3,2,1,2,1,0,1,1,0,0,1,0,0,0,3,1,0,1,0,0,3,4,4,3,4,3,4,4,3,3,3,3,3,2,2,1,5,4,3,颜色能不能鲜亮点？现在的太灰暗，看着就让人觉着自己老了。,能不能联合厂家做公益捐赠？企业也能尽份力。
430,2026-02-25T08:12:34Z,312,微信,,111.32.113.84(天津-天津),81,2,2,3,5,2,1,1,1,1,1,1,0,0,0,1,0,0,2,0,1,1,0,0,4,4,4,4,5,4,5,5,4,5,4,4,4,2,4,4,5,5,5,最好能抗老化，用个五六年不变形不脆裂。,政府得给防跌倒扶手的质量检测机构点支持，让他们能严格检测产品的质量。社区就负责监督着看看检测结果合不合格。
431,2026-02-25T08:12:41Z,285,微信,,111.167.72.84(天津-天津),77,2,4,2,2,3,2,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,4,4,4,3,5,4,4,5,4,4,4,5,4,3,4,4,5,3,4,,
432,2026-02-25T08:12:43Z,340,微信,,221.197.29.197(天津-天津),73,2,1,1,3,2,2,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5,5,4,4,3,3,3,5,4,4,4,4,3,4,4,5,3,3,3,,
433,2026-02-25T08:13:05Z,255,微信,,111.32.88.253(天津-天津),85,2,3,1,5,1,2,2,1,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,5,5,4,5,5,5,5,5,4,3,5,4,4,4,4,4,4,5,5,设计师是不是忘了老人手上有老年斑、皮肤薄？别用粗糙材料磨伤手。,
434,2026-02-25T08:13:44Z,236,微信,,36.106.205.91(天津-天津),86,2,2,1,5,1,2,2,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,5,4,5,5,4,4,5,5,4,5,4,5,4,5,3,5,4,5,5,,
435,2026-02-25T08:13:57Z,302,微信,,117.11.135.134(天津-天津),83,2,2,1,4,2,1,2,1,1,1,1,0,0,0,1,0,0,2,1,0,0,1,0,5,5,5,5,5,4,4,5,3,4,4,4,5,4,4,4,4,5,4,建议参考医院用的那种，宽一点，手掌整个贴上去更安全。,
